artist_name,source,video_id,title,published_at,view_count,like_count,comment_count
Davido,youtube,oKk7iHmRkG0,"Davido - Funds (Official Audio) ft. ODUMODUBLVCK, Chike",2025-04-18T07:00:47Z,128988,2678,207
Davido,youtube,gWxnoiwrSNI,Davido - CFMF (Official Audio),2025-04-18T07:00:41Z,590657,5971,664
Davido,youtube,iqjlFkvAUi0,Davido - Be There Still (Official Audio),2025-04-18T07:00:40Z,261598,3308,249
Davido,youtube,dWuRYkH_dgU,"Davido - Lover Boy (Official Audio) ft. Tayc, Dadju",2025-04-18T07:00:39Z,806581,15718,901
Davido,youtube,bhOqx2m-peQ,Davido - Lately (Official Audio),2025-04-18T07:00:37Z,644786,6447,724
Masters KG,youtube,wUUhxZKbEYI,17.02.23,2023-07-27T20:00:41Z,12,1,0
Masters KG,youtube,8kr8PcihOXA,Alay🇰🇬,2023-07-27T19:50:19Z,10,0,0
Masters KG,youtube,2I0n5_1Yljg,Agar chukur qazisang ozing tuwasan,2023-07-27T19:48:59Z,17,0,0
Masters KG,youtube,MuOUqjqwBrs,Алай 🇰🇬,2023-07-27T19:46:38Z,14,0,0
Masters KG,youtube,MIPfdyZCZqg,Qisqa prikol Haqiqiy dostlar Haqida,2022-10-18T19:35:02Z,13971,0,2
Masters KG,youtube,QJR4Iz3SPsE,Возрождение Эртугрула нами любимый сериал шахиды из сериала ставьте лайк за старание админа,2020-04-01T08:12:05Z,1678,24,1
Masters KG,youtube,yKMslru-HEQ,Эти парни красиво спели самые красивые нашиды☝️,2019-07-11T10:22:27Z,391,16,1
Masters KG,youtube,QxknXY7txzs,Онангизни рози Килинг ☝️,2019-07-02T21:36:42Z,303,15,2
Masters KG,youtube,7D9VjtApQRA,"Отрывок из сериала ""Умар Бин Аль Хаттаб"" смерть Халида Бин Аль Валида",2019-07-01T17:09:19Z,13891,575,12
Masters KG,youtube,M-x56CaaYs8,"""Стоп Хам"" в Бишкеке смотрите на этотого человека",2017-12-07T15:57:03Z,2443,70,6
Masters KG,youtube,rrpecIGigz0,Чеченец поставил на место сотрудника ГАИ жесть смотрите,2017-11-11T11:52:31Z,12203,65,6
Masters KG,youtube,-tUjzu5Qxls,Подкаблучник,2017-11-09T07:42:41Z,1383,18,2
Masters KG,youtube,g1NRjzQz34I,Издевательство,2017-11-09T07:40:25Z,1120,22,2
